prefCode,prefJP,prefEN,date,tests,newCases,activeCases,severeCases,recovered,deaths,rt
1,北海道,Hokkaido,202055,7702.0,891.0,562.0,19.0,356.0,45.0,0.96
1,北海道,Hokkaido,202056,7827.0,914.0,585.0,19.0,378.0,46.0,0.86
1,北海道,Hokkaido,202057,8013.0,928.0,581.0,23.0,394.0,47.0,0.78
1,北海道,Hokkaido,202058,8319.0,934.0,487.0,23.0,424.0,48.0,0.72
1,北海道,Hokkaido,202059,8676.0,945.0,462.0,28.0,444.0,51.0,0.65
1,北海道,Hokkaido,202061,14593.0,1096.0,195.0,11.0,812.0,87.0,0.95
1,北海道,Hokkaido,2020610,16633.0,1137.0,135.0,12.0,921.0,91.0,1.09
1,北海道,Hokkaido,2020611,16866.0,1144.0,125.0,11.0,931.0,91.0,1.3
1,北海道,Hokkaido,2020612,17153.0,1154.0,122.0,10.0,943.0,91.0,1.4
1,北海道,Hokkaido,2020613,17390.0,1163.0,120.0,10.0,950.0,91.0,1.3
1,北海道,Hokkaido,2020614,17706.0,1170.0,122.0,10.0,956.0,91.0,1.42
1,北海道,Hokkaido,2020615,17875.0,1176.0,123.0,10.0,959.0,91.0,1.5
1,北海道,Hokkaido,2020616,18021.0,1178.0,126.0,10.0,970.0,92.0,1.27
1,北海道,Hokkaido,2020617,18301.0,1184.0,116.0,11.0,977.0,92.0,1.23
1,北海道,Hokkaido,2020618,18606.0,1189.0,115.0,11.0,988.0,93.0,1.11
1,北海道,Hokkaido,2020619,18834.0,1192.0,108.0,12.0,1001.0,94.0,0.89
1,北海道,Hokkaido,202062,14714.0,1099.0,197.0,10.0,821.0,87.0,0.77
1,北海道,Hokkaido,2020620,19059.0,1195.0,97.0,12.0,1006.0,94.0,0.77
1,北海道,Hokkaido,2020621,19203.0,1197.0,95.0,11.0,1010.0,95.0,0.65
1,北海道,Hokkaido,2020622,19327.0,1199.0,92.0,11.0,1011.0,95.0,0.57
1,北海道,Hokkaido,2020623,19481.0,1200.0,93.0,8.0,1020.0,97.0,0.59
1,北海道,Hokkaido,2020624,19687.0,1210.0,83.0,6.0,1028.0,98.0,0.66
1,北海道,Hokkaido,2020625,19905.0,1216.0,84.0,6.0,1032.0,98.0,0.69
1,北海道,Hokkaido,2020626,20182.0,1221.0,86.0,7.0,1044.0,98.0,0.82
1,北海道,Hokkaido,2020627,20326.0,1222.0,79.0,6.0,1048.0,99.0,0.89
1,北海道,Hokkaido,2020628,20523.0,1239.0,75.0,6.0,1054.0,99.0,1.37
1,北海道,Hokkaido,2020629,20719.0,1250.0,86.0,6.0,1054.0,99.0,1.77
1,北海道,Hokkaido,202063,14931.0,1102.0,191.0,11.0,831.0,88.0,0.69
1,北海道,Hokkaido,2020630,20920.0,1263.0,97.0,6.0,1061.0,99.0,2.12
1,北海道,Hokkaido,202064,15221.0,1105.0,183.0,11.0,849.0,90.0,0.61
1,北海道,Hokkaido,202065,15427.0,1109.0,166.0,10.0,863.0,90.0,0.65
